,tahun,jenis_api,Nilai Produksi,Jumlah Hari,Tanggal Berangkat,Tanggal Kedatangan,nama_ikan_id,berat
15733,2018,Bagan perahu,525000,3,2018-04-18T00:00:00.000,2018-04-20T00:00:00.000,Kembung Perempuan [RAB],21
15879,2018,Jaring insang berlapis,1344000,2,2018-04-20T00:00:00.000,2018-04-21T00:00:00.000,Kembung Perempuan [RAB],48
15944,2018,Bagan perahu,225000,3,2018-04-20T00:00:00.000,2018-04-22T00:00:00.000,Kembung Perempuan [RAB],9
15972,2018,Jaring insang berlapis,1736000,2,2018-04-21T00:00:00.000,2018-04-22T00:00:00.000,Kembung Perempuan [RAB],62
16070,2018,Jaring insang berlapis,1848000,2,2018-04-22T00:00:00.000,2018-04-23T00:00:00.000,Kembung Perempuan [RAB],66
16269,2018,Jaring insang berlapis,1512000,2,2018-04-23T00:00:00.000,2018-04-24T00:00:00.000,Kembung Perempuan [RAB],54
16438,2018,Jaring insang berlapis,1456000,2,2018-04-24T00:00:00.000,2018-04-25T00:00:00.000,Kembung Perempuan [RAB],52
16547,2018,Bagan perahu,990000,2,2018-04-25T00:00:00.000,2018-04-26T00:00:00.000,Kembung Perempuan [RAB],33
16552,2018,Jaring insang berlapis,1484000,2,2018-04-25T00:00:00.000,2018-04-26T00:00:00.000,Kembung Perempuan [RAB],53
16652,2018,Jaring insang berlapis,1428000,2,2018-04-29T00:00:00.000,2018-04-30T00:00:00.000,Kembung Perempuan [RAB],51
16693,2018,Jaring insang berlapis,1736000,1,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,Kembung Perempuan [RAB],62
16765,2018,Jaring insang berlapis,1232000,2,2018-05-01T00:00:00.000,2018-05-02T00:00:00.000,Kembung Perempuan [RAB],44
16890,2018,Jaring insang berlapis,1372000,2,2018-05-02T00:00:00.000,2018-05-03T00:00:00.000,Kembung Perempuan [RAB],49
17153,2018,Jaring insang berlapis,896000,2,2018-05-04T00:00:00.000,2018-05-05T00:00:00.000,Kembung Perempuan [RAB],32
17240,2018,Jaring insang berlapis,868000,2,2018-05-05T00:00:00.000,2018-05-06T00:00:00.000,Kembung Perempuan [RAB],31
17354,2018,Bagan perahu,275000,4,2018-05-04T00:00:00.000,2018-05-07T00:00:00.000,Kembung Perempuan [RAB],11
17360,2018,Bagan perahu,300000,3,2018-05-05T00:00:00.000,2018-05-07T00:00:00.000,Kembung Perempuan [RAB],12
17398,2018,Bagan perahu,775000,3,2018-05-05T00:00:00.000,2018-05-07T00:00:00.000,Kembung Perempuan [RAB],31
17415,2018,Jaring insang berlapis,1512000,2,2018-05-06T00:00:00.000,2018-05-07T00:00:00.000,Kembung Perempuan [RAB],54
17586,2018,Jaring insang berlapis,1428000,2,2018-05-07T00:00:00.000,2018-05-08T00:00:00.000,Kembung Perempuan [RAB],51
17898,2018,Jaring insang berlapis,1764000,2,2018-05-08T00:00:00.000,2018-05-09T00:00:00.000,Kembung Perempuan [RAB],63
18092,2018,Bagan perahu,425000,3,2018-05-08T00:00:00.000,2018-05-10T00:00:00.000,Kembung Perempuan [RAB],17
18124,2018,Jaring insang berlapis,1120000,2,2018-05-09T00:00:00.000,2018-05-10T00:00:00.000,Kembung Perempuan [RAB],40
18317,2018,Bagan perahu,1400000,3,2018-05-09T00:00:00.000,2018-05-11T00:00:00.000,Kembung Perempuan [RAB],56
18661,2018,Jaring insang berlapis,1260000,2,2018-05-11T00:00:00.000,2018-05-12T00:00:00.000,Kembung Perempuan [RAB],45
18705,2018,Bagan perahu,4175000,3,2018-05-10T00:00:00.000,2018-05-12T00:00:00.000,Kembung Perempuan [RAB],167
18891,2018,Jaring insang berlapis,1652000,2,2018-05-12T00:00:00.000,2018-05-13T00:00:00.000,Kembung Perempuan [RAB],59
18913,2018,Bagan perahu,3570000,3,2018-05-11T00:00:00.000,2018-05-13T00:00:00.000,Kembung Perempuan [RAB],102
19055,2018,Bagan perahu,300000,3,2018-05-12T00:00:00.000,2018-05-14T00:00:00.000,Kembung Perempuan [RAB],10
19056,2018,Bagan perahu,300000,3,2018-05-12T00:00:00.000,2018-05-14T00:00:00.000,Kembung Perempuan [RAB],10
19115,2018,Jaring insang berlapis,1484000,2,2018-05-13T00:00:00.000,2018-05-14T00:00:00.000,Kembung Perempuan [RAB],53
19268,2018,Bagan perahu,390000,3,2018-05-13T00:00:00.000,2018-05-15T00:00:00.000,Kembung Perempuan [RAB],13
19294,2018,Bagan perahu,630000,3,2018-05-13T00:00:00.000,2018-05-15T00:00:00.000,Kembung Perempuan [RAB],18
19353,2018,Jaring insang berlapis,2072000,2,2018-05-14T00:00:00.000,2018-05-15T00:00:00.000,Kembung Perempuan [RAB],74
19381,2018,Bagan perahu,3780000,3,2018-05-13T00:00:00.000,2018-05-15T00:00:00.000,Kembung Perempuan [RAB],126
19664,2018,Bagan perahu,742000,3,2018-05-17T00:00:00.000,2018-05-19T00:00:00.000,Kembung Perempuan [RAB],212
19916,2018,Jaring insang berlapis,1232000,2,2018-05-19T00:00:00.000,2018-05-20T00:00:00.000,Kembung Perempuan [RAB],44
20140,2018,Bagan perahu,1365000,3,2018-05-19T00:00:00.000,2018-05-21T00:00:00.000,Kembung Perempuan [RAB],39
20157,2018,Jaring insang berlapis,1428000,2,2018-05-20T00:00:00.000,2018-05-21T00:00:00.000,Kembung Perempuan [RAB],51
20166,2018,Bagan perahu,2205000,3,2018-05-19T00:00:00.000,2018-05-21T00:00:00.000,Kembung Perempuan [RAB],63
20295,2018,Bagan perahu,350000,3,2018-05-20T00:00:00.000,2018-05-22T00:00:00.000,Kembung Perempuan [RAB],10
20324,2018,Jaring insang berlapis,1624000,2,2018-05-21T00:00:00.000,2018-05-22T00:00:00.000,Kembung Perempuan [RAB],58
20476,2018,Jaring insang berlapis,1428000,2,2018-05-22T00:00:00.000,2018-05-23T00:00:00.000,Kembung Perempuan [RAB],51
20718,2018,Jaring insang berlapis,1596000,2,2018-05-23T00:00:00.000,2018-05-24T00:00:00.000,Kembung Perempuan [RAB],57
20817,2018,Bagan perahu,54000,5,2018-05-22T00:00:00.000,2018-05-26T00:00:00.000,Kembung Perempuan [RAB],18
20881,2018,Bagan perahu,645000,5,2018-05-22T00:00:00.000,2018-05-26T00:00:00.000,Kembung Perempuan [RAB],215
20884,2018,Bagan perahu,720000,4,2018-05-23T00:00:00.000,2018-05-26T00:00:00.000,Kembung Perempuan [RAB],24
20894,2018,Jaring insang berlapis,1596000,2,2018-05-25T00:00:00.000,2018-05-26T00:00:00.000,Kembung Perempuan [RAB],57
20982,2018,Jaring insang berlapis,1260000,2,2018-05-26T00:00:00.000,2018-05-27T00:00:00.000,Kembung Perempuan [RAB],45
21096,2018,Jaring insang berlapis,1708000,2,2018-05-27T00:00:00.000,2018-05-28T00:00:00.000,Kembung Perempuan [RAB],61
21234,2018,Jaring insang berlapis,1176000,2,2018-05-28T00:00:00.000,2018-05-29T00:00:00.000,Kembung Perempuan [RAB],42
21352,2018,Jaring insang berlapis,1596000,2,2018-05-29T00:00:00.000,2018-05-30T00:00:00.000,Kembung Perempuan [RAB],57
21434,2018,Jaring insang berlapis,1848000,2,2018-05-30T00:00:00.000,2018-05-31T00:00:00.000,Kembung Perempuan [RAB],66
21656,2018,Jaring insang berlapis,1540000,2,2018-06-01T00:00:00.000,2018-06-02T00:00:00.000,Kembung Perempuan [RAB],55
21747,2018,Jaring insang berlapis,980000,2,2018-06-02T00:00:00.000,2018-06-03T00:00:00.000,Kembung Perempuan [RAB],35
21811,2018,Jaring insang berlapis,980000,2,2018-06-03T00:00:00.000,2018-06-04T00:00:00.000,Kembung Perempuan [RAB],35
21897,2018,Jaring insang berlapis,1372000,2,2018-06-04T00:00:00.000,2018-06-05T00:00:00.000,Kembung Perempuan [RAB],49
22144,2018,Jaring insang berlapis,1232000,2,2018-06-05T00:00:00.000,2018-06-06T00:00:00.000,Kembung Perempuan [RAB],44
22567,2018,Jaring insang berlapis,1260000,2,2018-06-06T00:00:00.000,2018-06-07T00:00:00.000,Kembung Perempuan [RAB],45
23456,2018,Bagan perahu,1785000,3,2018-06-07T00:00:00.000,2018-06-09T00:00:00.000,Kembung Perempuan [RAB],51
23457,2018,Jaring insang berlapis,1512000,2,2018-06-08T00:00:00.000,2018-06-09T00:00:00.000,Kembung Perempuan [RAB],54
23770,2018,Jaring insang berlapis,1120000,2,2018-06-09T00:00:00.000,2018-06-10T00:00:00.000,Kembung Perempuan [RAB],40
23981,2018,Bagan perahu,105000,3,2018-06-09T00:00:00.000,2018-06-11T00:00:00.000,Kembung Perempuan [RAB],3
23989,2018,Bagan perahu,175000,4,2018-06-08T00:00:00.000,2018-06-11T00:00:00.000,Kembung Perempuan [RAB],5
24061,2018,Jaring insang berlapis,1316000,2,2018-06-10T00:00:00.000,2018-06-11T00:00:00.000,Kembung Perempuan [RAB],47
24285,2018,Jaring insang berlapis,1316000,2,2018-06-19T00:00:00.000,2018-06-20T00:00:00.000,Kembung Perempuan [RAB],47
24309,2018,Bagan perahu,660000,3,2018-06-19T00:00:00.000,2018-06-21T00:00:00.000,Kembung Perempuan [RAB],20
24315,2018,Jaring insang berlapis,1568000,2,2018-06-20T00:00:00.000,2018-06-21T00:00:00.000,Kembung Perempuan [RAB],56
24336,2018,Bagan perahu,245000,4,2018-06-19T00:00:00.000,2018-06-22T00:00:00.000,Kembung Perempuan [RAB],7
24416,2018,Bagan perahu,315000,3,2018-06-22T00:00:00.000,2018-06-24T00:00:00.000,Kembung Perempuan [RAB],9
24438,2018,Jaring insang berlapis,1596000,2,2018-06-23T00:00:00.000,2018-06-24T00:00:00.000,Kembung Perempuan [RAB],57
24501,2018,Bagan perahu,858000,3,2018-06-23T00:00:00.000,2018-06-25T00:00:00.000,Kembung Perempuan [RAB],26
24509,2018,Jaring insang berlapis,1372000,2,2018-06-24T00:00:00.000,2018-06-25T00:00:00.000,Kembung Perempuan [RAB],49
24577,2018,Jaring insang berlapis,1708000,2,2018-06-25T00:00:00.000,2018-06-26T00:00:00.000,Kembung Perempuan [RAB],61
24649,2018,Jaring insang berlapis,1764000,2,2018-06-26T00:00:00.000,2018-06-27T00:00:00.000,Kembung Perempuan [RAB],63
24740,2018,Jaring insang berlapis,1176000,2,2018-06-27T00:00:00.000,2018-06-28T00:00:00.000,Kembung Perempuan [RAB],42
24843,2018,Jaring insang berlapis,1960000,2,2018-06-28T00:00:00.000,2018-06-29T00:00:00.000,Kembung Perempuan [RAB],70
24934,2018,Jaring insang berlapis,1344000,2,2018-06-29T00:00:00.000,2018-06-30T00:00:00.000,Kembung Perempuan [RAB],48
25010,2018,Jaring insang berlapis,924000,2,2018-06-30T00:00:00.000,2018-07-01T00:00:00.000,Kembung Perempuan [RAB],33
25116,2018,Jaring insang berlapis,1568000,2,2018-07-01T00:00:00.000,2018-07-02T00:00:00.000,Kembung Perempuan [RAB],56
25233,2018,Jaring insang berlapis,1320000,2,2018-07-02T00:00:00.000,2018-07-03T00:00:00.000,Kembung Perempuan [RAB],44
25402,2018,Jaring insang berlapis,1110000,2,2018-07-03T00:00:00.000,2018-07-04T00:00:00.000,Kembung Perempuan [RAB],37
25678,2018,Bagan perahu,360000,3,2018-07-02T00:00:00.000,2018-07-05T00:00:00.000,Kembung Perempuan [RAB],12
25708,2018,Jaring insang berlapis,1320000,1,2018-07-05T00:00:00.000,2018-07-05T00:00:00.000,Kembung Perempuan [RAB],44
25806,2018,Bagan perahu,5580000,4,2018-07-02T00:00:00.000,2018-07-05T00:00:00.000,Kembung Perempuan [RAB],186
25943,2018,Jaring insang berlapis,1320000,1,2018-07-06T00:00:00.000,2018-07-06T00:00:00.000,Kembung Perempuan [RAB],44
26117,2018,Jaring insang berlapis,1170000,2,2018-07-06T00:00:00.000,2018-07-07T00:00:00.000,Kembung Perempuan [RAB],39
26425,2018,Bagan perahu,420000,4,2018-07-05T00:00:00.000,2018-07-08T00:00:00.000,Kembung Perempuan [RAB],12
26458,2018,Bagan perahu,1260000,4,2018-07-05T00:00:00.000,2018-07-08T00:00:00.000,Kembung Perempuan [RAB],36
26462,2018,Jaring insang berlapis,1230000,1,2018-07-07T00:00:00.000,2018-07-08T00:00:00.000,Kembung Perempuan [RAB],41
26463,2018,Bagan perahu,1435000,4,2018-07-05T00:00:00.000,2018-07-08T00:00:00.000,Kembung Perempuan [RAB],41
26717,2018,Jaring insang berlapis,1800000,1,2018-07-08T00:00:00.000,2018-07-09T00:00:00.000,Kembung Perempuan [RAB],60
26939,2018,Jaring insang berlapis,1020000,2,2018-07-09T00:00:00.000,2018-07-10T00:00:00.000,Kembung Perempuan [RAB],34
27177,2018,Jaring insang berlapis,1020000,2,2018-07-10T00:00:00.000,2018-07-11T00:00:00.000,Kembung Perempuan [RAB],34
27402,2018,Jaring insang berlapis,810000,2,2018-07-11T00:00:00.000,2018-07-12T00:00:00.000,Kembung Perempuan [RAB],27
27726,2018,Jaring insang berlapis,1080000,2,2018-07-13T00:00:00.000,2018-07-14T00:00:00.000,Kembung Perempuan [RAB],36
27918,2018,Jaring insang berlapis,1290000,2,2018-07-14T00:00:00.000,2018-07-15T00:00:00.000,Kembung Perempuan [RAB],43
28105,2018,Jaring insang berlapis,896000,2,2018-07-15T00:00:00.000,2018-07-16T00:00:00.000,Kembung Perempuan [RAB],32
28264,2018,Bagan perahu,105000,3,2018-07-15T00:00:00.000,2018-07-17T00:00:00.000,Kembung Perempuan [RAB],3
28278,2018,Bagan perahu,245000,2,2018-07-16T00:00:00.000,2018-07-17T00:00:00.000,Kembung Perempuan [RAB],7
28316,2018,Jaring insang berlapis,1232000,2,2018-07-16T00:00:00.000,2018-07-17T00:00:00.000,Kembung Perempuan [RAB],44
28520,2018,Bagan perahu,175000,3,2018-07-16T00:00:00.000,2018-07-18T00:00:00.000,Kembung Perempuan [RAB],5
28569,2018,Jaring insang berlapis,756000,2,2018-07-18T00:00:00.000,2018-07-19T00:00:00.000,Kembung Perempuan [RAB],27
28578,2018,Jaring insang berlapis,1176000,2,2018-07-17T00:00:00.000,2018-07-18T00:00:00.000,Kembung Perempuan [RAB],42
28740,2018,Bagan perahu,175000,3,2018-07-17T00:00:00.000,2018-07-19T00:00:00.000,Kembung Perempuan [RAB],5
28760,2018,Bagan perahu,490000,3,2018-07-17T00:00:00.000,2018-07-19T00:00:00.000,Kembung Perempuan [RAB],14
29198,2018,Jaring insang berlapis,1176000,2,2018-07-20T00:00:00.000,2018-07-21T00:00:00.000,Kembung Perempuan [RAB],42
29367,2018,Bagan perahu,675000,3,2018-07-20T00:00:00.000,2018-07-22T00:00:00.000,Kembung Perempuan [RAB],27
29371,2018,Jaring insang berlapis,924000,2,2018-07-21T00:00:00.000,2018-07-22T00:00:00.000,Kembung Perempuan [RAB],33
29552,2018,Jaring insang berlapis,924000,2,2018-07-22T00:00:00.000,2018-07-23T00:00:00.000,Kembung Perempuan [RAB],33
29776,2018,Jaring insang berlapis,672000,2,2018-07-23T00:00:00.000,2018-07-24T00:00:00.000,Kembung Perempuan [RAB],24
29948,2018,Jaring insang berlapis,896000,2,2018-07-24T00:00:00.000,2018-07-25T00:00:00.000,Kembung Perempuan [RAB],32
30126,2018,Jaring insang berlapis,980000,2,2018-07-25T00:00:00.000,2018-07-26T00:00:00.000,Kembung Perempuan [RAB],35
30201,2018,Jaring insang berlapis,868000,2,2018-07-26T00:00:00.000,2018-07-27T00:00:00.000,Kembung Perempuan [RAB],31
30385,2018,Jaring insang berlapis,1148000,2,2018-07-27T00:00:00.000,2018-07-28T00:00:00.000,Kembung Perempuan [RAB],41
30576,2018,Jaring insang berlapis,1036000,2,2018-07-28T00:00:00.000,2018-07-29T00:00:00.000,Kembung Perempuan [RAB],37
30786,2018,Jaring insang berlapis,1288000,2,2018-07-29T00:00:00.000,2018-07-30T00:00:00.000,Kembung Perempuan [RAB],46
30900,2018,Jaring insang berlapis,1372000,2,2018-07-30T00:00:00.000,2018-07-31T00:00:00.000,Kembung Perempuan [RAB],49
31087,2018,Jaring insang berlapis,2250000,2,2018-07-31T00:00:00.000,2018-08-01T00:00:00.000,Kembung Perempuan [RAB],75
31257,2018,Jaring insang berlapis,1860000,2,2018-08-01T00:00:00.000,2018-08-02T00:00:00.000,Kembung Perempuan [RAB],62
31606,2018,Jaring insang berlapis,1860000,2,2018-08-03T00:00:00.000,2018-08-04T00:00:00.000,Kembung Perempuan [RAB],62
31843,2018,Jaring insang berlapis,1860000,2,2018-08-04T00:00:00.000,2018-08-05T00:00:00.000,Kembung Perempuan [RAB],62
32071,2018,Jaring insang berlapis,1710000,2,2018-08-05T00:00:00.000,2018-08-06T00:00:00.000,Kembung Perempuan [RAB],57
32231,2018,Bagan perahu,120000,3,2018-08-05T00:00:00.000,2018-08-07T00:00:00.000,Kembung Perempuan [RAB],4
32305,2018,Jaring insang berlapis,1590000,2,2018-08-06T00:00:00.000,2018-08-07T00:00:00.000,Kembung Perempuan [RAB],53
32513,2018,Bagan perahu,240000,3,2018-08-06T00:00:00.000,2018-08-08T00:00:00.000,Kembung Perempuan [RAB],8
32552,2018,Jaring insang berlapis,1260000,2,2018-08-07T00:00:00.000,2018-08-08T00:00:00.000,Kembung Perempuan [RAB],42
32861,2018,Jaring insang berlapis,930000,2,2018-08-08T00:00:00.000,2018-08-09T00:00:00.000,Kembung Perempuan [RAB],31
33372,2018,Jaring insang berlapis,1380000,2,2018-08-10T00:00:00.000,2018-08-11T00:00:00.000,Kembung Perempuan [RAB],46
33593,2018,Jaring insang berlapis,1728000,2,2018-08-11T00:00:00.000,2018-08-12T00:00:00.000,Kembung Perempuan [RAB],64
33726,2018,Jaring insang berlapis,1431000,2,2018-08-12T00:00:00.000,2018-08-13T00:00:00.000,Kembung Perempuan [RAB],53
33927,2018,Jaring insang berlapis,1269000,2,2018-08-13T00:00:00.000,2018-08-14T00:00:00.000,Kembung Perempuan [RAB],47
33965,2018,Bagan perahu,2646000,3,2018-08-12T00:00:00.000,2018-08-14T00:00:00.000,Kembung Perempuan [RAB],98
34434,2018,Jaring insang berlapis,0,2,2018-08-15T00:00:00.000,2018-08-16T00:00:00.000,Kembung Perempuan [RAB],49
34632,2018,Bagan perahu,480000,4,2018-08-14T00:00:00.000,2018-08-17T00:00:00.000,Kembung Perempuan [RAB],16
34723,2018,Jaring insang berlapis,1323000,2,2018-08-17T00:00:00.000,2018-08-18T00:00:00.000,Kembung Perempuan [RAB],49
34878,2018,Jaring insang berlapis,1053000,2,2018-08-18T00:00:00.000,2018-08-19T00:00:00.000,Kembung Perempuan [RAB],39
35165,2018,Jaring insang berlapis,1134000,2,2018-08-19T00:00:00.000,2018-08-20T00:00:00.000,Kembung Perempuan [RAB],42
35373,2018,Bagan perahu,171500,3,2018-08-19T00:00:00.000,2018-08-21T00:00:00.000,Kembung Perempuan [RAB],49
35419,2018,Jaring insang berlapis,1242000,2,2018-08-20T00:00:00.000,2018-08-21T00:00:00.000,Kembung Perempuan [RAB],46
35646,2018,Jaring insang berlapis,1296000,2,2018-08-22T00:00:00.000,2018-08-23T00:00:00.000,Kembung Perempuan [RAB],48
35855,2018,Jaring insang berlapis,1296000,2,2018-08-25T00:00:00.000,2018-08-26T00:00:00.000,Kembung Perempuan [RAB],48
35910,2018,Jaring insang berlapis,1161000,2,2018-08-26T00:00:00.000,2018-08-27T00:00:00.000,Kembung Perempuan [RAB],43
36011,2018,Jaring insang berlapis,1080000,2,2018-08-27T00:00:00.000,2018-08-28T00:00:00.000,Kembung Perempuan [RAB],40
36157,2018,Jaring insang berlapis,945000,2,2018-08-28T00:00:00.000,2018-08-29T00:00:00.000,Kembung Perempuan [RAB],35
36308,2018,Jaring insang berlapis,891000,2,2018-08-29T00:00:00.000,2018-08-30T00:00:00.000,Kembung Perempuan [RAB],33
36477,2018,Jaring insang berlapis,1053000,2,2018-08-31T00:00:00.000,2018-09-01T00:00:00.000,Kembung Perempuan [RAB],39
36705,2018,Jaring insang berlapis,1080000,2,2018-09-01T00:00:00.000,2018-09-02T00:00:00.000,Kembung Perempuan [RAB],40
36828,2018,Bagan perahu,112000,3,2018-09-01T00:00:00.000,2018-09-03T00:00:00.000,Kembung Perempuan [RAB],4
36887,2018,Jaring insang berlapis,1026000,2,2018-09-02T00:00:00.000,2018-09-03T00:00:00.000,Kembung Perempuan [RAB],38
37221,2018,Jaring insang berlapis,1020000,2,2018-09-03T00:00:00.000,2018-09-04T00:00:00.000,Kembung Perempuan [RAB],34
37537,2018,Bagan perahu,30000,3,2018-09-03T00:00:00.000,2018-09-05T00:00:00.000,Kembung Perempuan [RAB],1
37607,2018,Jaring insang berlapis,960000,2,2018-09-04T00:00:00.000,2018-09-05T00:00:00.000,Kembung Perempuan [RAB],32
37857,2018,Bagan perahu,210000,2,2018-09-05T00:00:00.000,2018-09-06T00:00:00.000,Kembung Perempuan [RAB],7
37890,2018,Jaring insang berlapis,1110000,2,2018-09-05T00:00:00.000,2018-09-06T00:00:00.000,Kembung Perempuan [RAB],37
38200,2018,Bagan perahu,360000,3,2018-09-05T00:00:00.000,2018-09-07T00:00:00.000,Kembung Perempuan [RAB],12
38569,2018,Jaring insang berlapis,690000,2,2018-09-07T00:00:00.000,2018-09-08T00:00:00.000,Kembung Perempuan [RAB],23
38941,2018,Bagan perahu,90000,3,2018-09-07T00:00:00.000,2018-09-09T00:00:00.000,Kembung Perempuan [RAB],3
38965,2018,Bagan perahu,210000,3,2018-09-07T00:00:00.000,2018-09-09T00:00:00.000,Kembung Perempuan [RAB],7
39013,2018,Jaring insang berlapis,1050000,2,2018-09-08T00:00:00.000,2018-09-09T00:00:00.000,Kembung Perempuan [RAB],35
39269,2018,Jaring insang berlapis,1020000,2,2018-09-09T00:00:00.000,2018-09-10T00:00:00.000,Kembung Perempuan [RAB],34
39635,2018,Jaring insang berlapis,1380000,2,2018-09-10T00:00:00.000,2018-09-11T00:00:00.000,Kembung Perempuan [RAB],46
39905,2018,Jaring insang berlapis,1470000,2,2018-09-11T00:00:00.000,2018-09-12T00:00:00.000,Kembung Perempuan [RAB],49
40267,2018,Bagan perahu,60000,3,2018-09-11T00:00:00.000,2018-09-13T00:00:00.000,Kembung Perempuan [RAB],2
41000,2018,Jaring insang berlapis,1050000,2,2018-09-14T00:00:00.000,2018-09-15T00:00:00.000,Kembung Perempuan [RAB],35
41207,2018,Jaring insang berlapis,1050000,2,2018-09-15T00:00:00.000,2018-09-16T00:00:00.000,Kembung Perempuan [RAB],35
41437,2018,Bagan perahu,390000,3,2018-09-15T00:00:00.000,2018-09-17T00:00:00.000,Kembung Perempuan [RAB],13
41487,2018,Jaring insang berlapis,1230000,2,2018-09-16T00:00:00.000,2018-09-17T00:00:00.000,Kembung Perempuan [RAB],41
41795,2018,Bagan perahu,180000,3,2018-09-16T00:00:00.000,2018-09-18T00:00:00.000,Kembung Perempuan [RAB],6
41828,2018,Jaring insang berlapis,1290000,2,2018-09-17T00:00:00.000,2018-09-18T00:00:00.000,Kembung Perempuan [RAB],43
42110,2018,Jaring insang berlapis,1680000,2,2018-09-18T00:00:00.000,2018-09-19T00:00:00.000,Kembung Perempuan [RAB],56
42390,2018,Jaring insang berlapis,1530000,2,2018-09-19T00:00:00.000,2018-09-20T00:00:00.000,Kembung Perempuan [RAB],51
42902,2018,Jaring insang berlapis,900000,2,2018-09-21T00:00:00.000,2018-09-22T00:00:00.000,Kembung Perempuan [RAB],30
43105,2018,Jaring insang berlapis,1269000,2,2018-09-22T00:00:00.000,2018-09-23T00:00:00.000,Kembung Perempuan [RAB],47
43306,2018,Jaring insang berlapis,1410000,2,2018-09-23T00:00:00.000,2018-09-24T00:00:00.000,Kembung Perempuan [RAB],47
43578,2018,Jaring insang berlapis,1560000,2,2018-09-24T00:00:00.000,2018-09-25T00:00:00.000,Kembung Perempuan [RAB],52
43653,2018,Pukat hela dasar berpapan,100000,1,2018-09-26T00:00:00.000,2018-09-26T00:00:00.000,Bawal Putih,1
43727,2018,Jaring insang berlapis,1620000,2,2018-09-25T00:00:00.000,2018-09-26T00:00:00.000,Kembung Perempuan [RAB],54
43814,2018,Jaring insang berlapis,1320000,2,2018-09-26T00:00:00.000,2018-09-27T00:00:00.000,Kembung Perempuan [RAB],44
44026,2018,Jaring insang berlapis,1260000,2,2018-09-28T00:00:00.000,2018-09-29T00:00:00.000,Kembung Perempuan [RAB],42
44100,2018,Jaring insang berlapis,1050000,2,2018-09-29T00:00:00.000,2018-09-30T00:00:00.000,Kembung Perempuan [RAB],35
44176,2018,Pukat hela dasar berpapan,100000,1,2018-10-01T00:00:00.000,2018-10-01T00:00:00.000,Bawal Putih,1
44259,2018,Jaring insang berlapis,1260000,2,2018-09-30T00:00:00.000,2018-10-01T00:00:00.000,Kembung Perempuan [RAB],42
45051,2018,Bagan perahu,180000,3,2018-10-01T00:00:00.000,2018-10-03T00:00:00.000,Kembung Perempuan [RAB],6
46896,2018,Bagan perahu,135000,3,2018-10-06T00:00:00.000,2018-10-08T00:00:00.000,Kembung Perempuan [RAB],5
46958,2018,Jaring insang berlapis,1350000,2,2018-10-07T00:00:00.000,2018-10-08T00:00:00.000,Kembung Perempuan [RAB],45
47203,2018,Jaring insang berlapis,1020000,2,2018-10-08T00:00:00.000,2018-10-09T00:00:00.000,Kembung Perempuan [RAB],34
47697,2018,Bagan perahu,216000,3,2018-10-09T00:00:00.000,2018-10-11T00:00:00.000,Kembung Perempuan [RAB],8
47785,2018,Jaring insang berlapis,2268000,2,2018-10-10T00:00:00.000,2018-10-11T00:00:00.000,Kembung Perempuan [RAB],84
48175,2018,Bagan perahu,486000,3,2018-10-11T00:00:00.000,2018-10-13T00:00:00.000,Kembung Perempuan [RAB],18
48202,2018,Bagan perahu,945000,2,2018-10-12T00:00:00.000,2018-10-13T00:00:00.000,Kembung Perempuan [RAB],35
48750,2018,Bagan perahu,324000,2,2018-10-14T00:00:00.000,2018-10-15T00:00:00.000,Kembung Perempuan [RAB],12
49045,2018,Bagan perahu,378000,3,2018-10-14T00:00:00.000,2018-10-16T00:00:00.000,Kembung Perempuan [RAB],14
49436,2018,Bagan perahu,324000,2,2018-10-16T00:00:00.000,2018-10-17T00:00:00.000,Kembung Perempuan [RAB],12
50470,2018,Bagan perahu,817600,3,2018-10-18T00:00:00.000,2018-10-20T00:00:00.000,Kembung Perempuan [RAB],292
52660,2018,Jaring insang berlapis,270000,2,2018-10-29T00:00:00.000,2018-10-30T00:00:00.000,Kembung Perempuan [RAB],10
